City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
229,Upernavik,GL,2020-01-04 20:05:52,72.79,-56.15,-35.36,97,64,12.21,broken clouds,0.0,0.0
230,Conde,BR,2020-01-04 20:05:52,-11.81,-37.61,80.78,80,100,17.56,overcast clouds,0.0,0.0
231,Ponta Do Sol,BR,2020-01-04 20:04:07,-20.63,-46.0,72.32,89,100,2.01,moderate rain,10.63,0.0
232,Westport,US,2020-01-04 20:02:02,41.14,-73.36,51.01,100,90,5.44,mist,0.0,0.0
233,Madimba,CM,2020-01-04 20:05:54,4.42,9.93,82.4,83,20,2.55,few clouds,0.0,0.0
234,Krasnyy,RU,2020-01-04 20:05:55,53.81,40.7,30.61,88,100,11.74,overcast clouds,0.0,0.0
235,Talnakh,RU,2020-01-04 20:05:55,69.49,88.39,-0.4,77,100,22.37,overcast clouds,0.0,0.0
236,Pitimbu,BR,2020-01-04 20:05:55,-7.47,-34.81,84.2,62,20,12.75,few clouds,0.0,0.0
237,Bukachacha,RU,2020-01-04 20:05:56,52.99,116.91,-3.33,99,69,1.72,broken clouds,0.0,0.0
238,Vytegra,RU,2020-01-04 20:05:56,61.01,36.45,30.58,93,100,5.7,light snow,0.0,0.13
239,Broome,GB,2020-01-04 20:05:56,52.47,1.45,46.0,87,40,6.93,scattered clouds,0.0,0.0
240,Ansbach,DE,2020-01-04 20:05:56,49.3,10.57,41.0,80,75,13.87,broken clouds,0.0,0.0
241,Maniitsoq,GL,2020-01-04 20:05:57,65.42,-52.9,21.63,58,100,4.21,overcast clouds,0.0,0.0
242,Ilulissat,GL,2020-01-04 20:05:18,69.22,-51.1,12.2,66,40,11.41,shower rain,0.0,0.0
243,Acapulco,MX,2020-01-04 20:05:57,16.86,-99.88,87.8,62,40,4.7,scattered clouds,0.0,0.0
244,Imbituba,BR,2020-01-04 20:03:39,-28.24,-48.67,78.8,74,75,14.99,broken clouds,0.0,0.0
245,Lodja,CD,2020-01-04 20:05:58,-3.52,23.6,69.44,98,100,1.88,light rain,1.88,0.0
246,Cayenne,GF,2020-01-04 20:04:11,4.94,-52.33,84.2,70,75,9.17,broken clouds,0.0,0.0
247,Amazar,RU,2020-01-04 20:05:59,53.86,120.88,-3.59,91,100,2.8,overcast clouds,0.0,0.0
248,Los Llanos De Aridane,ES,2020-01-04 20:05:59,28.66,-17.92,66.2,68,75,10.29,broken clouds,0.0,0.0
249,Samfya,ZM,2020-01-04 20:05:59,-11.37,29.56,66.45,95,100,5.77,light rain,2.25,0.0
250,Whitehorse,CA,2020-01-04 20:05:59,60.72,-135.06,-2.0,84,75,0.96,light snow,0.0,0.0
251,Tautira,PF,2020-01-04 20:05:59,-17.73,-149.15,86.0,66,40,3.36,scattered clouds,0.0,0.0
252,Marrakesh,MA,2020-01-04 20:04:12,31.63,-7.99,55.4,71,0,3.36,clear sky,0.0,0.0
253,Camacupa,AO,2020-01-04 20:06:00,-12.02,17.48,63.68,98,100,5.14,overcast clouds,0.0,0.0
254,Peruibe,BR,2020-01-04 20:03:59,-24.32,-47.0,77.67,81,20,8.19,moderate rain,5.06,0.0
255,Mozarlandia,BR,2020-01-04 20:06:01,-14.74,-50.57,74.93,93,100,8.79,light rain,1.31,0.0
256,Krasnotorka,UA,2020-01-04 20:06:01,48.68,37.52,37.24,88,100,9.82,overcast clouds,0.0,0.0
257,Sao Joao Da Barra,BR,2020-01-04 20:06:01,-21.64,-41.05,82.4,74,75,16.11,broken clouds,0.0,0.0
258,Almaznyy,RU,2020-01-04 20:06:01,48.03,40.04,32.0,77,0,8.95,clear sky,0.0,0.0
259,Shingu,JP,2020-01-04 20:06:02,33.72,135.99,45.52,66,0,15.43,clear sky,0.0,0.0
260,Baryatino,RU,2020-01-04 20:06:02,54.31,34.52,32.67,80,64,11.03,broken clouds,0.0,0.0
261,Bowen,AU,2020-01-04 20:06:02,-20.01,148.25,73.4,83,75,5.82,broken clouds,0.0,0.0
262,Bandundu,CD,2020-01-04 20:06:02,-3.32,17.38,75.94,69,100,4.36,overcast clouds,0.0,0.0
263,Galle,GN,2020-01-04 20:06:03,10.08,-12.83,70.34,28,3,2.42,clear sky,0.0,0.0
264,Achinsk,RU,2020-01-04 20:06:03,56.27,90.5,11.01,86,52,10.13,broken clouds,0.0,0.0
265,Chitipa,MW,2020-01-04 20:06:03,-9.7,33.27,63.3,89,94,2.82,overcast clouds,0.0,0.0
266,Muli,CN,2020-01-04 20:06:03,28.08,109.56,39.9,95,96,3.02,overcast clouds,0.0,0.0
267,Tanda,IN,2020-01-04 20:06:04,31.67,75.63,47.48,66,0,2.26,clear sky,0.0,0.0
268,Necochea,AR,2020-01-04 20:06:04,-38.55,-58.74,75.83,56,3,13.33,clear sky,0.0,0.0
269,Quatre Cocos,MU,2020-01-04 20:06:04,-20.21,57.76,79.0,94,40,15.75,scattered clouds,0.0,0.0
270,Lebu,ET,2020-01-04 20:06:05,8.96,38.73,60.8,55,20,6.93,few clouds,0.0,0.0
271,Havre-Saint-Pierre,CA,2020-01-04 20:06:05,50.23,-63.6,23.0,85,1,3.36,clear sky,0.0,0.0
272,Souillac,FR,2020-01-04 20:06:05,45.6,-0.6,42.8,81,0,8.05,clear sky,0.0,0.0
273,Waipawa,NZ,2020-01-04 20:06:05,-39.94,176.59,55.99,73,33,1.99,scattered clouds,0.0,0.0
274,Sile,US,2020-01-04 20:06:06,35.56,-106.37,51.01,36,75,5.82,broken clouds,0.0,0.0
275,Pacific Grove,US,2020-01-04 20:02:31,36.62,-121.92,62.01,67,1,5.82,clear sky,0.0,0.0
276,Sinnamary,GF,2020-01-04 20:06:06,5.38,-52.96,79.81,80,100,14.85,light rain,0.63,0.0
277,Cabo San Lucas,MX,2020-01-04 20:06:06,22.89,-109.91,79.0,36,5,5.82,clear sky,0.0,0.0
278,Hofn,IS,2020-01-04 20:06:07,64.25,-15.21,45.07,74,67,37.24,broken clouds,0.0,0.0
279,Saint Paul,US,2020-01-04 20:06:07,44.95,-93.1,32.0,63,20,9.17,few clouds,0.0,0.0
280,Iqaluit,CA,2020-01-04 20:06:07,63.75,-68.52,-14.8,68,75,38.03,broken clouds,0.0,0.0
281,Santa Maria,BR,2020-01-04 20:06:07,-16.02,-48.01,70.0,94,90,8.05,light rain,0.0,0.0
282,Nouakchott,MR,2020-01-04 20:03:44,18.08,-15.98,71.6,12,51,9.17,dust,0.0,0.0
283,Immokalee,US,2020-01-04 20:06:08,26.42,-81.42,79.0,83,90,18.34,moderate rain,0.0,0.0
284,Vostok,RU,2020-01-04 20:06:08,46.45,135.83,-7.71,97,100,4.59,light snow,0.0,0.13
285,Pevek,RU,2020-01-04 20:03:23,69.7,170.27,-5.69,64,0,2.66,clear sky,0.0,0.0
286,Liptovsky Hradok,SK,2020-01-04 20:06:09,49.04,19.72,34.0,97,75,21.92,light snow,0.0,0.0
287,Caconda,AO,2020-01-04 20:06:09,-13.73,15.06,60.31,97,100,6.08,overcast clouds,0.0,0.0
288,Mnogovershinnyy,RU,2020-01-04 20:06:09,53.94,139.92,-1.53,96,100,7.25,light snow,0.0,0.25
289,Nikel,NO,2020-01-04 20:06:09,69.41,30.21,19.4,79,100,32.21,light snow,0.0,0.0
290,Kumluca,TR,2020-01-04 20:06:10,36.37,30.29,45.3,59,0,3.06,clear sky,0.0,0.0
291,Touros,BR,2020-01-04 20:06:10,-5.2,-35.46,84.2,62,40,17.22,scattered clouds,0.0,0.0
292,Tazovskiy,RU,2020-01-04 20:06:10,67.47,78.7,13.6,93,100,18.34,light snow,0.0,0.63
293,Batagay-Alyta,RU,2020-01-04 20:06:10,67.8,130.41,-22.31,83,3,3.65,clear sky,0.0,0.0
294,Skarnes,NO,2020-01-04 20:06:11,60.25,11.68,32.0,59,0,5.82,clear sky,0.0,0.0
295,Cabedelo,BR,2020-01-04 20:06:11,-6.97,-34.84,84.2,62,20,12.75,few clouds,0.0,0.0
296,Namatanai,PG,2020-01-04 20:06:11,-3.66,152.44,77.4,90,100,3.02,heavy intensity rain,15.19,0.0
297,Grand-Lahou,CI,2020-01-04 20:06:11,5.24,-5.0,82.35,54,0,10.74,clear sky,0.0,0.0
298,Hamilton,CA,2020-01-04 20:06:12,43.26,-79.87,37.99,80,90,6.93,light rain,0.0,0.0
299,Katobu,ID,2020-01-04 20:06:12,-4.94,122.53,75.69,94,70,4.5,broken clouds,0.0,0.0
300,Carahue,CL,2020-01-04 20:06:12,-38.71,-73.16,73.4,43,0,16.11,clear sky,0.0,0.0
301,Grand Gaube,MU,2020-01-04 20:06:13,-20.01,57.66,79.0,94,40,12.03,scattered clouds,0.0,0.0
302,Airai,TL,2020-01-04 20:03:23,-8.93,125.41,69.01,80,94,5.53,overcast clouds,0.0,0.0
303,San Patricio,PY,2020-01-04 20:06:13,-26.98,-56.83,90.84,31,0,3.33,clear sky,0.0,0.0
304,Albina,GF,2020-01-04 20:06:13,5.5,-54.06,77.29,86,100,5.1,light rain,0.75,0.0
305,Kasli,RU,2020-01-04 20:06:14,55.89,60.75,27.59,90,99,8.08,overcast clouds,0.0,0.0
306,College,US,2020-01-04 20:06:14,64.86,-147.8,-29.2,60,75,3.24,mist,0.0,0.0
307,Turayf,SA,2020-01-04 20:06:14,31.68,38.65,44.6,87,40,4.7,scattered clouds,0.0,0.0
308,Tuatapere,NZ,2020-01-04 20:06:14,-46.13,167.69,51.01,88,100,5.99,light rain,2.38,0.0
309,Sidi Ali,DZ,2020-01-04 20:06:15,36.1,0.42,46.81,91,0,2.06,clear sky,0.0,0.0
310,Azle,US,2020-01-04 20:02:29,32.9,-97.55,61.0,32,1,3.36,clear sky,0.0,0.0
311,Lufilufi,WS,2020-01-04 20:06:15,-13.87,-171.6,78.01,94,85,3.0,overcast clouds,0.0,0.0
312,Cherskiy,RU,2020-01-04 20:06:15,68.75,161.3,-2.87,58,31,6.64,scattered clouds,0.0,0.0
313,Dunn,US,2020-01-04 20:06:16,35.31,-78.61,66.99,82,90,12.75,moderate rain,0.0,0.0
314,Ambanja,MG,2020-01-04 20:06:16,-13.68,48.45,78.71,81,91,6.8,overcast clouds,0.0,0.0
315,Phalaborwa,ZA,2020-01-04 20:06:16,-23.95,31.14,86.0,58,6,4.7,clear sky,0.0,0.0
316,Pishva,IR,2020-01-04 20:06:16,35.31,51.73,42.8,75,90,6.93,light rain,0.0,0.0
317,Mana,NG,2020-01-04 20:06:17,13.03,5.27,65.17,23,0,11.9,clear sky,0.0,0.0
318,Wajir,KE,2020-01-04 20:06:17,1.75,40.07,84.18,52,100,12.53,overcast clouds,0.0,0.0
319,Qaqortoq,GL,2020-01-04 20:06:17,60.72,-46.03,26.6,86,75,4.56,light snow,0.0,0.0
320,Yaypan,UZ,2020-01-04 20:06:17,40.38,70.82,37.81,74,100,1.32,overcast clouds,0.0,0.0
321,Baie-Saint-Paul,CA,2020-01-04 20:06:18,47.44,-70.51,30.0,72,95,5.01,overcast clouds,0.0,0.0
322,Yatou,CM,2020-01-04 20:06:18,3.63,9.81,82.4,83,20,2.55,few clouds,0.0,0.0
323,Umea,SE,2020-01-04 20:05:45,63.83,20.26,30.2,50,0,18.34,clear sky,0.0,0.0
324,Arlit,NE,2020-01-04 20:06:18,18.74,7.39,59.49,24,0,18.97,clear sky,0.0,0.0
325,Udachnyy,RU,2020-01-04 20:06:19,66.42,112.4,-23.8,74,0,4.47,clear sky,0.0,0.0
326,San Cristobal,HN,2020-01-04 20:06:19,14.68,-86.92,80.58,50,67,9.37,light rain,0.19,0.0
327,Altay,CN,2020-01-04 20:06:19,47.83,88.13,10.33,66,92,2.64,overcast clouds,0.0,0.0
328,Lucapa,AO,2020-01-04 20:06:19,-8.42,20.74,67.95,97,100,1.79,light rain,0.19,0.0
329,Grindavik,IS,2020-01-04 20:06:20,63.84,-22.43,39.2,80,75,25.28,broken clouds,0.0,0.0
330,Dzhebariki-Khaya,RU,2020-01-04 20:06:20,62.22,135.8,-25.67,95,100,1.32,overcast clouds,0.0,0.0
331,Carballo,ES,2020-01-04 20:06:21,43.21,-8.69,50.0,93,0,2.24,clear sky,0.0,0.0
332,Elat,CM,2020-01-04 20:06:21,2.91,11.16,70.7,91,0,2.08,clear sky,0.0,0.0
333,Port-Cartier,CA,2020-01-04 20:06:21,50.03,-66.88,28.4,68,75,8.05,broken clouds,0.0,0.0
334,Aykhal,RU,2020-01-04 20:06:21,65.95,111.51,-23.8,74,15,4.47,few clouds,0.0,0.0
335,Taoudenni,ML,2020-01-04 20:06:22,22.68,-3.98,58.68,23,0,10.04,clear sky,0.0,0.0
336,Panzhihua,CN,2020-01-04 20:06:22,26.59,101.72,41.74,95,92,1.5,light rain,0.31,0.0
337,Quelimane,MZ,2020-01-04 20:06:22,-17.88,36.89,80.51,85,88,6.58,overcast clouds,0.0,0.0
338,Nouadhibou,MR,2020-01-04 20:06:22,20.93,-17.03,68.0,42,0,9.17,dust,0.0,0.0
339,Kibala,TD,2020-01-04 20:06:23,9.11,18.35,73.4,40,0,6.93,clear sky,0.0,0.0
340,Camacha,PT,2020-01-04 20:06:23,33.08,-16.33,64.4,77,75,5.82,broken clouds,0.0,0.0
341,Evensk,RU,2020-01-04 20:06:23,61.92,159.24,8.55,50,66,8.12,broken clouds,0.0,0.0
342,Campina Verde,BR,2020-01-04 20:06:23,-19.54,-49.49,78.53,84,33,6.58,moderate rain,8.13,0.0
343,Roebourne,AU,2020-01-04 20:06:24,-20.77,117.15,81.91,65,100,13.33,overcast clouds,0.0,0.0
344,Beloha,MG,2020-01-04 20:04:32,-25.17,45.06,73.22,85,0,13.18,clear sky,0.0,0.0
345,Sechura,PE,2020-01-04 20:06:24,-5.56,-80.82,70.3,92,100,18.23,overcast clouds,0.0,0.0
346,Kosovo Polje,BA,2020-01-04 20:06:24,43.8,19.29,33.8,86,91,3.36,light snow,0.0,1.0
347,Mbekenyera,TZ,2020-01-04 20:06:24,-10.0,38.98,71.64,95,99,3.4,overcast clouds,0.0,0.0
348,Curuguaty,PY,2020-01-04 20:06:25,-24.47,-55.69,87.87,45,0,3.49,clear sky,0.0,0.0
349,Xai-Xai,MZ,2020-01-04 20:06:25,-25.04,33.64,76.24,77,49,8.86,scattered clouds,0.0,0.0
350,Port Moresby,PG,2020-01-04 20:06:25,-9.47,147.16,75.2,100,20,11.41,few clouds,0.0,0.0
351,Lorengau,PG,2020-01-04 20:06:25,-2.02,147.27,84.31,72,90,9.06,light rain,3.0,0.0
352,Cocorit,MX,2020-01-04 20:06:26,27.57,-109.96,71.6,24,5,4.7,smoke,0.0,0.0
353,Kargasok,RU,2020-01-04 20:06:26,59.06,80.87,19.92,93,100,13.2,light snow,0.0,0.31
354,Mahenge,TZ,2020-01-04 20:06:26,-8.68,36.72,73.11,92,100,3.6,light rain,1.69,0.0
355,Impfondo,CD,2020-01-04 20:06:26,1.62,18.06,73.06,35,37,1.25,scattered clouds,0.0,0.0
356,Susanville,US,2020-01-04 20:06:27,40.42,-120.65,46.4,52,1,16.11,clear sky,0.0,0.0
357,Clyde River,CA,2020-01-04 20:03:37,70.47,-68.59,-23.8,67,75,9.17,mist,0.0,0.0
358,Ponta Delgada,PT,2020-01-04 20:06:27,37.73,-25.67,62.6,88,20,10.29,few clouds,0.0,0.0
359,Lithgow,AU,2020-01-04 20:06:27,-33.48,150.16,73.4,31,90,5.82,overcast clouds,0.0,0.0
360,Constantine,DZ,2020-01-04 20:06:28,36.36,6.61,42.8,93,75,4.7,broken clouds,0.0,0.0
361,Verkhnyaya Toyma,RU,2020-01-04 20:06:28,62.24,45.0,29.86,90,100,5.66,overcast clouds,0.0,0.0
362,Cap Malheureux,MU,2020-01-04 20:03:54,-19.98,57.61,79.0,94,40,12.03,scattered clouds,0.0,0.0
363,Klyuchi,RU,2020-01-04 20:06:28,52.25,79.17,20.3,86,71,9.86,broken clouds,0.0,0.0
364,Sheffield,GB,2020-01-04 20:06:29,53.38,-1.47,46.4,81,75,9.17,broken clouds,0.0,0.0
365,Saint Anthony,US,2020-01-04 20:06:30,43.97,-111.68,35.6,85,90,3.36,overcast clouds,0.0,0.0
366,Bubaque,GW,2020-01-04 20:06:30,11.28,-15.83,78.42,62,0,9.93,clear sky,0.0,0.0
367,Alexander City,US,2020-01-04 20:06:30,32.94,-85.95,61.0,41,1,16.11,clear sky,0.0,0.0
368,Luau,CD,2020-01-04 20:06:31,-10.7,22.23,63.03,98,100,1.25,overcast clouds,0.0,0.0
369,Goundam,ML,2020-01-04 20:06:31,16.42,-3.66,61.92,18,55,12.3,broken clouds,0.0,0.0
370,San Felipe,CL,2020-01-04 20:06:31,-32.75,-70.73,91.0,43,0,3.0,clear sky,0.0,0.0
371,Maldonado,UY,2020-01-04 20:06:32,-34.91,-54.96,80.6,54,40,13.87,scattered clouds,0.0,0.0
372,Coihaique,CL,2020-01-04 20:06:32,-45.58,-72.07,60.8,41,40,10.29,scattered clouds,0.0,0.0
373,Palana,RU,2020-01-04 20:06:32,59.08,159.95,8.87,74,1,5.73,clear sky,0.0,0.0
374,Mogadishu,SO,2020-01-04 20:06:33,2.04,45.34,80.65,83,0,15.14,clear sky,0.0,0.0
375,River Falls,US,2020-01-04 20:06:33,44.86,-92.63,32.0,63,20,9.17,few clouds,0.0,0.0
376,Aztec,US,2020-01-04 20:06:33,36.82,-107.99,37.99,51,1,5.82,clear sky,0.0,0.0
377,Nemuro,JP,2020-01-04 20:02:35,43.32,145.57,23.68,62,21,14.83,few clouds,0.0,0.0
378,Iroquois Falls,CA,2020-01-04 20:06:34,48.76,-80.69,15.8,78,90,3.36,light snow,0.0,0.0
379,Ambulu,ID,2020-01-04 20:06:34,-8.35,113.61,82.72,80,82,19.17,light rain,0.31,0.0
380,Yarada,IN,2020-01-04 20:06:34,17.65,83.27,76.41,82,88,12.84,light rain,0.44,0.0
381,Eureka,US,2020-01-04 20:06:34,40.8,-124.16,55.0,87,1,4.7,light rain,0.0,0.0
382,Biltine,TD,2020-01-04 20:06:35,14.53,20.93,62.91,20,0,17.56,clear sky,0.0,0.0
383,Saint-Francois,FR,2020-01-04 20:04:41,46.42,3.91,35.6,74,75,3.36,broken clouds,0.0,0.0
384,Ifanadiana,MG,2020-01-04 20:06:35,-21.3,47.64,65.88,98,48,1.74,light rain,0.13,0.0
385,Rjukan,NO,2020-01-04 20:06:36,59.88,8.59,17.01,90,0,28.99,clear sky,0.0,0.0
386,Matara,BI,2020-01-04 20:06:36,-3.48,29.48,58.14,90,55,3.04,broken clouds,0.0,0.0
387,Ouro Preto Do Oeste,BR,2020-01-04 20:06:36,-10.75,-62.22,79.92,93,100,4.41,moderate rain,6.44,0.0
388,Ishigaki,JP,2020-01-04 20:06:36,24.34,124.16,70.45,68,53,10.13,broken clouds,0.0,0.0
389,Sayyan,YE,2020-01-04 20:06:37,15.17,44.32,56.14,52,0,3.0,clear sky,0.0,0.0
390,Maputo,MZ,2020-01-04 20:04:29,-25.97,32.57,82.4,74,20,17.22,few clouds,0.0,0.0
391,Rawalpindi,PK,2020-01-04 20:02:03,33.6,73.06,44.01,100,0,3.36,mist,0.0,0.0
392,Pasni,PK,2020-01-04 20:06:37,25.26,63.48,68.9,80,5,5.37,clear sky,0.0,0.0
393,Connersville,US,2020-01-04 20:01:43,39.64,-85.14,37.0,100,90,12.75,light rain,0.0,0.0
394,Aksu,KZ,2020-01-04 20:06:38,52.04,76.93,26.6,86,90,8.95,overcast clouds,0.0,0.0
395,Kiama,AU,2020-01-04 20:06:38,-34.67,150.86,69.01,59,0,11.41,clear sky,0.0,0.0
396,Ilebo,CD,2020-01-04 20:06:38,-4.33,20.59,71.64,96,100,1.86,light rain,1.19,0.0
397,Saskylakh,RU,2020-01-04 20:06:39,71.97,114.09,-21.41,95,62,6.04,broken clouds,0.0,0.0
398,Vanimo,PG,2020-01-04 20:06:39,-2.67,141.3,82.44,81,100,14.07,light rain,2.94,0.0
399,Ketchikan,US,2020-01-04 20:06:39,55.34,-131.65,33.8,98,40,11.41,scattered clouds,0.0,0.0
400,Oranjemund,ZA,2020-01-04 20:06:39,-28.55,16.43,60.48,97,12,6.31,few clouds,0.0,0.0
401,Sambava,MG,2020-01-04 20:06:40,-14.27,50.17,73.27,98,100,1.79,overcast clouds,0.0,0.0
402,Port Macquarie,AU,2020-01-04 20:02:04,-31.43,152.91,73.4,83,90,10.29,overcast clouds,0.0,0.0
403,Les Cayes,HT,2020-01-04 20:06:40,18.19,-73.75,81.59,70,0,7.65,clear sky,0.0,0.0
404,Labuhan,ID,2020-01-04 20:06:40,-2.54,115.51,74.75,89,100,1.97,light rain,0.63,0.0
405,Sorland,NO,2020-01-04 20:06:41,67.67,12.69,33.22,60,95,19.6,light snow,0.0,0.38
406,Suez,EG,2020-01-04 20:06:41,29.97,32.54,51.78,54,43,8.93,scattered clouds,0.0,0.0
407,Kinsale,IE,2020-01-04 20:06:41,51.71,-8.52,46.99,93,75,10.29,light intensity drizzle rain,0.0,0.0
408,Aasiaat,GL,2020-01-04 20:06:41,68.71,-52.87,10.94,85,100,11.83,overcast clouds,0.0,0.0
409,Baiyin,CN,2020-01-04 20:06:42,36.55,104.13,30.99,53,100,6.71,overcast clouds,0.0,0.0
410,Yakeshi,CN,2020-01-04 20:06:42,49.28,120.73,-4.72,100,100,3.36,overcast clouds,0.0,0.0
411,Nanakuli,US,2020-01-04 20:06:43,21.39,-158.15,75.2,88,90,23.04,moderate rain,0.0,0.0
412,Sobolevo,RU,2020-01-04 20:06:43,54.43,31.9,30.74,92,67,12.03,broken clouds,0.0,0.0
413,Richards Bay,ZA,2020-01-04 20:06:43,-28.77,32.06,79.07,78,95,25.43,overcast clouds,0.0,0.0
414,Melville,CA,2020-01-04 20:06:43,50.93,-102.81,21.2,92,90,13.87,overcast clouds,0.0,0.0
415,Tiksi,RU,2020-01-04 20:03:58,71.64,128.87,-16.85,86,77,7.58,broken clouds,0.0,0.0
416,Manado,ID,2020-01-04 20:06:44,1.49,124.85,73.4,100,40,4.7,light rain,0.0,0.0
417,Wajima,JP,2020-01-04 20:06:44,37.4,136.9,40.39,70,100,21.43,light snow,0.0,0.25
418,Lusambo,CD,2020-01-04 20:06:44,-4.97,23.44,70.25,97,99,0.22,light rain,0.75,0.0
419,Mkushi,ZM,2020-01-04 20:06:45,-13.61,29.4,63.41,94,100,6.08,light rain,2.06,0.0
420,Huarmey,PE,2020-01-04 20:06:45,-10.07,-78.15,78.62,55,92,7.85,overcast clouds,0.0,0.0
421,Tiznit,MA,2020-01-04 20:06:45,29.7,-9.73,52.93,71,0,1.48,clear sky,0.0,0.0
422,Riyadh,SA,2020-01-04 20:06:46,24.63,46.72,66.2,55,40,4.7,scattered clouds,0.0,0.0
423,Dunedin,NZ,2020-01-04 20:06:47,-45.87,170.5,51.01,90,100,13.0,moderate rain,0.0,0.0
424,Mantua,IT,2020-01-04 20:06:47,45.16,10.79,46.99,86,33,3.36,scattered clouds,0.0,0.0
425,Ust-Nera,RU,2020-01-04 20:10:33,64.57,143.24,-11.31,98,94,2.17,overcast clouds,0.0,0.0
426,Lawton,US,2020-01-04 20:09:41,34.61,-98.39,55.0,34,1,9.17,clear sky,0.0,0.0
427,Tromso,NO,2020-01-04 20:10:34,69.65,18.96,28.0,86,75,4.7,light shower snow,0.0,0.0
428,San Borja,BO,2020-01-04 20:10:34,-14.86,-66.75,90.97,53,87,3.74,overcast clouds,0.0,0.0
429,Fort Nelson,CA,2020-01-04 20:07:02,58.81,-122.69,-5.8,70,75,10.29,broken clouds,0.0,0.0
430,Wilmington,US,2020-01-04 20:08:04,39.75,-75.55,55.0,100,90,7.65,light rain,0.0,0.0
431,Thessalon,CA,2020-01-04 20:08:04,46.26,-83.55,30.2,80,90,3.36,overcast clouds,0.0,0.0
432,Payo,ID,2020-01-04 20:08:05,-3.75,103.64,69.21,99,100,2.06,light rain,1.13,0.0
433,Mandalgovi,MN,2020-01-04 20:08:05,45.76,106.27,7.3,86,99,3.42,overcast clouds,0.0,0.0
434,Kropotkin,RU,2020-01-04 20:08:05,45.43,40.58,33.01,69,0,2.26,clear sky,0.0,0.0
435,Kaeo,NZ,2020-01-04 20:08:05,-35.1,173.78,66.99,86,100,3.0,overcast clouds,0.0,0.0
436,Ahipara,NZ,2020-01-04 20:04:06,-35.17,173.16,66.0,95,100,13.89,overcast clouds,0.0,0.0
437,Wuxue,CN,2020-01-04 20:08:06,29.85,115.56,48.02,90,100,9.48,overcast clouds,0.0,0.0
438,Kandrian,PG,2020-01-04 20:08:06,-6.21,149.55,76.19,91,28,1.28,light rain,2.31,0.0
439,Autazes,BR,2020-01-04 20:08:06,-3.58,-59.13,83.37,83,46,2.64,light rain,1.5,0.0
440,Diffa,NE,2020-01-04 20:08:07,13.32,12.61,63.55,30,52,13.13,broken clouds,0.0,0.0
441,Abu Samrah,SY,2020-01-04 20:08:07,35.3,37.18,47.08,84,87,9.31,light rain,0.13,0.0
442,Mareeba,AU,2020-01-04 20:08:07,-16.99,145.42,77.0,88,75,4.7,broken clouds,0.0,0.0
443,Grootfontein,NA,2020-01-04 20:08:07,-19.56,18.1,67.37,81,100,4.32,light rain,1.56,0.0
444,Geraldton,CA,2020-01-04 20:08:08,49.72,-86.95,15.8,85,90,9.17,light snow,0.0,0.0
445,Rockhampton,AU,2020-01-04 20:07:57,-23.38,150.51,71.6,73,100,3.36,overcast clouds,0.0,0.0
446,Shakhty,RU,2020-01-04 20:08:08,47.71,40.21,32.0,75,0,8.95,clear sky,0.0,0.0
447,Toguchin,RU,2020-01-04 20:08:08,55.24,84.4,20.19,88,89,16.75,overcast clouds,0.0,0.0
448,Vacha,DE,2020-01-04 20:08:09,50.83,10.02,41.0,91,75,8.05,broken clouds,0.0,0.0
449,Waingapu,ID,2020-01-04 20:07:06,-9.65,120.26,80.24,89,100,30.27,moderate rain,4.81,0.0
450,Santa Isabel,MX,2020-01-04 20:08:09,32.63,-115.58,68.0,29,20,2.08,few clouds,0.0,0.0
451,Dukat,AL,2020-01-04 20:08:09,40.25,19.57,54.0,70,100,1.01,overcast clouds,0.0,0.0
452,Khorixas,NA,2020-01-04 20:08:10,-20.37,14.96,71.38,77,100,2.62,light rain,1.88,0.0
453,Bambanglipuro,ID,2020-01-04 20:08:10,-7.95,110.28,73.65,93,63,4.18,broken clouds,0.0,0.0
454,Neuquen,AR,2020-01-04 20:05:14,-38.95,-68.06,91.4,15,20,5.82,few clouds,0.0,0.0
455,Sao Filipe,CV,2020-01-04 20:10:40,14.9,-24.5,70.59,77,39,10.83,scattered clouds,0.0,0.0
456,Laguna,BZ,2020-01-04 20:08:24,16.17,-88.94,86.0,66,40,9.17,scattered clouds,0.0,0.0
457,Homer,US,2020-01-04 20:08:24,59.64,-151.54,17.01,84,1,5.5,clear sky,0.0,0.0
458,Samarai,PG,2020-01-04 20:07:31,-10.62,150.67,79.09,81,26,1.25,scattered clouds,0.0,0.0
459,Bilma,NE,2020-01-04 20:08:24,18.69,12.92,49.51,34,0,3.24,clear sky,0.0,0.0
460,Ballina,IE,2020-01-04 20:08:24,54.11,-9.15,48.99,93,90,14.99,light intensity drizzle,0.0,0.0
461,Kupang,ID,2020-01-04 20:08:25,-10.16,123.6,83.79,79,98,27.09,light rain,2.75,0.0
462,Banjar,ID,2020-01-04 20:08:25,-7.37,108.54,73.89,95,80,1.23,broken clouds,0.0,0.0
463,Honiara,SB,2020-01-04 20:08:25,-9.43,159.96,77.0,94,75,3.36,broken clouds,0.0,0.0
464,Shahr-E Kord,IR,2020-01-04 20:04:49,32.33,50.85,41.0,52,40,16.11,scattered clouds,0.0,0.0
465,Matagami,NG,2020-01-04 20:08:26,9.67,8.4,67.08,28,69,6.29,broken clouds,0.0,0.0
